,t,x,y
0,0.0005168914794921875,0.5892463385949005,-0.006437201375662265
1,0.05059027671813965,0.5891612388678507,-0.006566798246718678
2,0.10066103935241699,0.5892353618121674,-0.006979981691036559
3,0.15073466300964355,0.5654465664247689,-0.0077822368888138685
4,0.20081424713134766,0.5194037483017357,-0.00862101709737777
5,0.2508852481842041,0.4425157645895404,-0.011204556890223254
6,0.30095744132995605,0.40493693174100903,-0.012425583538141906
7,0.3510301113128662,0.36812072337841784,-0.01361930999692916
8,0.4011044502258301,0.33259271726533074,-0.01424855691379688
9,0.4511895179748535,0.296094710184263,-0.015443069900511787
10,0.5012705326080322,0.22800276341504022,-0.01594022446667773
11,0.5513753890991211,0.19670311813733574,-0.015325709823598736
12,0.6014797687530518,0.16404571415502278,-0.015435427320445581
13,0.6515617370605469,0.13210520627127517,-0.014291620109760721
14,0.7016422748565674,0.10061915195319306,-0.013804062103223382
15,0.7517166137695312,0.0421102340855778,-0.009631750352407317
16,0.8018286228179932,0.012930903865420723,-0.007501738780997568
17,0.8519456386566162,-0.014969361034601418,-0.004773581894465271
18,0.9020254611968994,-0.04151961429121825,-0.003072498513277417
19,0.9521064758300781,-0.06890762598443681,-0.0008451300044011122
20,1.00217866897583,-0.12300455940123178,0.0026490847148362808
21,1.0522489547729492,-0.14875530847430965,0.003936839807572429
22,1.1023578643798828,-0.17322526214581688,0.006337699439715452
23,1.1524500846862793,-0.19813324394355591,0.0087507333455695
24,1.2025566101074219,-0.24758436815027754,0.013586755436777105
25,1.2526507377624512,-0.27106931583404137,0.01563591983877179
26,1.3027596473693848,-0.2938568591011145,0.01840104344270342
27,1.3528733253479004,-0.31652347408405235,0.02152180699052247
28,1.4029550552368164,-0.3378287763895549,0.024274605690917193
29,1.4530601501464844,-0.38021279475173353,0.029657202734464264
30,1.5031626224517822,-0.40008421708139014,0.03249886746505169
31,1.5532681941986084,-0.4192333158230992,0.03520186291077202
32,1.6033532619476318,-0.4382081312895598,0.038543763678234776
33,1.6534438133239746,-0.45627185263403724,0.041660517825504784
34,1.7035412788391113,-0.4737598886856824,0.04433693072679552
35,1.753648281097412,-0.5078430542472148,0.04928792465695032
36,1.803725242614746,-0.5230520936502284,0.05259332844366362
37,1.8538572788238525,-0.5372367200686875,0.0552351756813052
38,1.9039583206176758,-0.5507478066880741,0.05882422743428312
39,1.9540302753448486,-0.5776639030579723,0.06462267691418105
40,2.0041327476501465,-0.5899904243001804,0.06685744273690673
41,2.0542352199554443,-0.6025292940205362,0.07014171434573795
