,t,x,y,fx,fy,speed,dt
0,0.4580504894256592,0.05875779341811914,-0.026983879939909212,0.05875779341811914,-0.026983879939909212,0.0,0.50030517578125
1,0.5583381652832031,0.05849135583184172,-0.027065220316113036,0.05849135583184172,-0.027065220316113036,0.0,0.5004098415374756
2,0.6576130390167236,0.0583290597138749,-0.027003032389182315,0.0583290597138749,-0.027003032389182315,0.0,0.4994964599609375
3,0.7578251361846924,0.05829672729209852,-0.02714167946160285,0.05829672729209852,-0.02714167946160285,0.0,0.5002071857452393
4,0.8561286926269531,0.05838273542227908,-0.027241481196828933,0.05838273542227908,-0.027241481196828933,0.0,0.49798059463500977
5,0.957690954208374,0.057966909749048584,-0.027079735270132306,0.057966909749048584,-0.027079735270132306,0.0,0.4996523857116699
6,1.0572686195373535,0.058068421257364305,-0.027336644224140963,0.058068421257364305,-0.027336644224140963,0.0,0.4989621639251709
7,1.1576693058013916,0.05887272956345852,-0.027041285130311878,0.05887272956345852,-0.027041285130311878,0.0,0.5000340938568115
8,1.2561686038970947,0.058001194274709886,-0.026787678083250964,0.058001194274709886,-0.026787678083250964,0.0,0.4983639717102051
9,1.3585333824157715,0.058169612118909544,-0.026839148348553377,0.058169612118909544,-0.026839148348553377,0.0,0.502403736114502
10,1.4605255126953125,0.05834811360820727,-0.027170297578673855,0.05834811360820727,-0.027170297578673855,0.0,0.5028448104858398
11,1.5615606307983398,0.0582750041762787,-0.02642710732539442,0.0582750041762787,-0.02642710732539442,0.0,0.5042769908905029
12,1.6583900451660156,0.058319600557500295,-0.02711855583077397,0.058319600557500295,-0.02711855583077397,0.0,0.5007035732269287
13,1.7593035697937012,0.057708720408703486,-0.026803855931533383,0.057708720408703486,-0.026803855931533383,0.0,0.5031323432922363
14,1.8576292991638184,0.05786263752155663,-0.026763506203127382,0.05786263752155663,-0.026763506203127382,0.0,0.4990718364715576
15,1.9567749500274658,0.058202738611325626,-0.02758567779394756,0.058202738611325626,-0.02758567779394756,0.0,0.49622392654418945
16,2.0577142238616943,0.05850386204945939,-0.02704299982344279,0.05850386204945939,-0.02704299982344279,0.0,0.4961416721343994
17,2.1573052406311035,0.057955352007577406,-0.026994039049371168,0.057955352007577406,-0.026994039049371168,0.0,0.4989142417907715
18,2.2579703330993652,0.04579757931999602,-0.02666971573218933,0.04482180055028456,-0.026662130294240034,0.024196796310610752,0.49863719940185547
19,2.3582890033721924,0.019165094556789674,-0.02577906280076067,0.009020928718700213,-0.025309603064131478,0.07805775954725806,0.5006475448608398
20,2.4580938816070557,-0.07321324431546058,-0.022978727108470196,-0.18831649520887106,-0.019427092739015776,0.2628589347190296,0.5013327598571777
21,2.5576508045196533,-0.152688165360131,-0.018149986874485775,-0.4488392371540504,-0.005715825295131273,0.4217193282948791,0.4999275207519531
22,2.658294200897217,-0.2300158061446446,-0.013715292621875846,-0.7357018260951711,0.010035805071855811,0.5511316454270927,0.5010008811950684
23,2.7582759857177734,-0.30436736944322346,-0.007815727067119436,-1.0023908597413442,0.030940291884328654,0.6476566581977249,0.5003125667572021
24,2.856468677520752,-0.3741591935328139,-0.004064369721383992,-0.98350885544983,0.03423306312053314,0.6052529883622597,0.49820446968078613
25,2.957277297973633,-0.43844422393959925,-0.0007863322083833404,-0.9855899834142678,0.03246038202321862,0.5734918982535055,0.4991929531097412
26,3.0565185546875,-0.4995012700065487,0.0035441436033748675,-0.9868324340864106,0.034755701460624476,0.5412926900817933,0.49887537956237793
27,3.1577274799346924,-0.557640749877229,0.0045250444268951215,-0.9867598672048659,0.025433917525122113,0.5077173675416827,0.499439001083374
28,3.2607955932617188,-0.6127975096807455,0.006306507915492773,-0.9890264281239953,0.02265687503009601,0.4753424234537579,0.5025084018707275
29,3.3581128120422363,-0.6629961970569941,0.00853176477729389,-0.9972470023557856,0.022401967644255852,0.44802129182571887,0.5016396045684814
30,3.4583044052124023,-0.651801193447423,0.008894013176976186,-0.8059027729429897,0.014307169879627412,0.3041676755003825,0.5010192394256592
31,3.5570523738861084,-0.6244196966132137,0.007517403051305132,-0.6541146708133159,0.008848032186571594,0.13354723195008864,0.5005416870117188
32,3.657335042953491,-0.5981821098520175,0.007290808096975517,-0.5967525229581759,0.007387086177325235,0.029320558339937134,0.49959850311279297
33,3.7584943771362305,-0.5758188130136406,0.008411199608693461,-0.5246820980202807,0.008340478208498883,0.1751629479599785,0.4976935386657715
34,3.8577311038970947,-0.5585892523144216,0.009616865446127297,-0.5005708777776853,0.010066793997947687,0.1865799331544199,0.49959683418273926
